korean,english
제 딸은 스튜디오에서 제 가족과 함께 사진 찍었어요.,My daughter took a picture at the studio with my family.
그럼. 벌써 예약까지 다 해놨어. 네가 좋아하는 그 집으로.,Of course. I already made a reservation at the place you like the most.
우리는 이번주 내에 마무리 해야 해요.,We have to finish this within this week.
입국 심사 시에도 검사할 수 있으니 그때 또 얘기해주세요.,An inspection may be done during the arrival immigration as well so make sure to notify once again then.
내 마음을 제대로 전할 수 없어요.,I cannot express my feeling exactly.
제가 도와드릴게요. 좌석 바로 위쪽 짐칸에 넣어두겠습니다.,I can help you. I will put it in the overhead bin above your seat.
사진 한 장 찍어주실 수 있나요? 저 바위 배경으로 찍고 싶어요. ,Can you take a picture of me in front of that rock?
일주일간 선생님들이 처치를 잘 해주셔서 금방 나을 수 있었어요. 감사합니다.,I was able to recover quickly because of the treatment by you doctors over the last week. Thank you.
"저, 제 생각에, 어업, 임업, 기술 그리고 관광이에요.","Well, I think fishery, forestry, technology and tourism."
아 무리한 요구라면 거절을 하셔도 상관없어요.,"If this request is hard to accept, it's ok to refuse."
학창시절에 나는 그 사람과 하숙방을 같이 썼어요.,I shared the boarding room with him in my school days.
이 회사는 중국의 자동차 생산 회사이예요.,This company is a Chinese motor manufactuer.
예전에 티비에서 나오는 랩을 따라 했어요.,I followed the rap in TV in the old days.
저는 그 영화에 대한 평론을 읽었어요.,I read a movie review about the film.
확인하시고 회신주시면 감사하겠어요.,Please check and I would appreciate for your answer.
결국 그들은 등대애 도착해 구조요청을 할 수 있었어.,Finally they could reach the lighthouse and ask for help.
검사 중에 제품 불량을 발견하였어요.,I found a defection of goods while inspecting.
좋은 생각이야. 교통비를 줄이고 그걸로 맛있는 것 먹고 오자.,Good idea. Let's use that money to eat more delicious food.
그것은 제가 기대했던 것만큼 흥미롭지는 않았어요.,It wasn't as exciting as I had expected.
이 조각품 얼마에 파시는 거예요?,What price are you asking for this carving?
대학생 공모전을 열어서 아이디어를 모으면 어떨까요?,How about gathering ideas through a college student contest?
그녀가 나한테 왔었는데 나는 다른 걸 하고 있었어.,She came to me but I was doing some other things.
그는 폭행과 구타 혐의로 체포되었어요.,He was arrested on charges of assault and battery.
다음에 또 한번 사촌 동생 들과 가 보고 싶어.,I want to go there again someday with my cousins.
그 대신 많은 활동과 자격증을 취득했어요.,"Instead, I participated in many activities and certification."
이렇게 중요한 문제에 항상 관심을 두었으면 해요.,We should always be interested in such an important problem.
전적으로 동의합니다.,I completely agree with what you say.
당신이 보내준 파일은 혹시 계약서 초안이 아닌가?,Isn't the file you sent me just a draft contract?
"음악을 들을때도있고,영화를볼때도 있어요.","Sometimes I listen the music, or watch a movie."
목표한 시간만큼 뛰고 땀을 흘리면 그렇게 뿌듯할 수가 없어. ,Running for a designated time and sweating makes me so proud.
내가 번역을 안 해준다고 화 내는 줄 알아?,Do you think I'm mad that you are not offering translations?
두번째로는 우리나라의 사람들이 그 와중에 하나가 되지 못하였기때문이예요.,The second is that our citizens could not unite meanwhile.
죄송하지만 제가 이 곳을 잘 몰라요.,"Sorry, but I'm unfamiliar with this place."
어서 가서 좋아하는 걸로 시작하세요.,Go ahead and start with anything you like.
우리 더 친해 지면 부산을 안내해 드릴게요.,"If we get closer, I'll be your guide in Busan."
그 때부터 할로윈 데이에는 사람 들이 여러 가지 분장을 하게 되었어.,"Since then, people dressed up in many ways on Halloween."
토익이 중요하다는 것은 많이 알려진 사실이예요.,It is a known fact that TOEIC is important.
좀 더 효율적인 교육방향으로 나아가야 할 필요가 있어.,It has necessity to go foward to more essential education.
우리의 사랑을 지키기 위해 힘든 시간을 참아야 했어요.,I had to endure tough times to keep our love.
네. 저희는 침대가 있는 방 말고 온돌이 있는 방에서 묵고 싶습니다.,We do. We want a room with #ondol# instead of a room with beds.
"이 안건에 대한 의견이 나뉘는데, 어떻게 하면 좋을까요?","People have different opinions on this agenda, what should we do?"
그렇기 때문에 확정된 사양에서 다시 변경하는 것은 불가능한 상황이에요.,So it's impossible to change confirmed specifications again.
우리 가게 옆에 바로 커피숍이 있어.,There is a coffee shop next to our store.
당신은 나와 했던 이야기를 기억하세요.,Please remember what we have discussed.
그건 일본의 아이누 사람에게도 똑같아요.,It's the same with the Ainus in Japan.
나는 환절기에 감기가 걸리곤 해요.,I often get cold during the change of seasons.
오늘 아침에 지각을 왜 했는지 물어봐도 될까요?,May I ask why you were late this morning?
이 비용을 체크 아웃할 때 포함시켜 주세요.,"Include this when I check out, please."
그곳을 이용하면 다양한 간식거리를 살 수 있을 거예요.,"If you use there, you can buy some various snacks."
죽부인은 인터넷쇼핑몰에서 쉽게 살수있어.,You can buy it easily in Internet shopping malls.
비슷한 캐리어가 조금 많긴 했어. 관계자분한테 말해야 할까? ,There were many carriers that looked similar to each other. Should we tell someone?
이게 어떻게 된 거예요? 고기는 어디에 있어요?,What's going on here? Where is the meat?
"제 예상이 맞는군요, 구조조정에 관한 안건을 다루는 건가요?","My guess was right, then will they discuss issues on restructuring?"
아버지는 그림에 대해 아는 게 있어요? 궁금한 게 있는데.,"Dad, do you know anything about paintings? I have a question."
더 아래로 내려 가서 세워 주시겠어요?,Could you park further down the street?
첫번째로는생일날미역국을먹는것이예요.,There are two meanings about eating seaweed soup.
우리의 전통을 잘 이어 나가야 할 것이에요.,We should preserve our own tradition.
이 사건의 원인이 무엇이었습니까?,What was the cause of this accident?
물론이죠. 결제는 어떻게 하면 될까요?,Sure. How should I make the payment?
내년에 출시될 블루투스 스피커의 디자인은 누가 맡기로 했나요?,Who will be in charge of the design for the Bluetooth speaker that will be launched next year?
"네, 지금 기프트카드를 주시면 바로 도와드리겠습니다.","Sure, if you give it to me I will help you with it right away."
나로서 생각한 사람은 아무도 없었을 것이예요.,No one would have been thought as I did.
"김하나 학생, 또 지각했네요. 자리로 들어가세요.","Hana Kim, you’re late again. Go to your seat."
아무리 혼자 하려고 해도 어려워서 못하겠어.,I'm trying but it's hard to do by myself.
제가 눈썹을 잘못 만져서 엉망이 되었어요. 요새 유행하는 일자 눈썹으로 만들어 줄 수 있을까요?,I messed up my eyebrows by mistake. Can you make then into trendy straight brows?
나는 산호세에 처음으로 방문해요.,It is my first time visiting San Jose.
제가 미성년자라 신분증을 가지고 있지 않습니다.,I don't have an id because I'm a minor.
제가 여기 온 이유도 마찬가지인데 진짜 반갑네요.,That's why I'm here too. It's so nice to meet you.
전 써야 하는 에세이에 대해서 완전히 잊고 있었어요.,I totally forgot about an essay I have to write.
중국 항공 카운터는 어디 있습니까?,Where is the China airlines counter?
이 병원에서 수표를 끊어도 될까요?,Should I write out a check to this clinic?
지금은 손님이 많아서 어려울 것 같습니다. 예약으로 도와드릴까요?,I'm afraid we have many clients at the moment so it would be a bit difficult. Would you like to make an appointment?
혹시 이따 회의장소 어디가 편하세요?,Where would you like the meeting to take place in?
나는 2번이 마음에 들어. 1번 같은 디자인은 예쁜데 힘이 없을 것 같아.,I like the second one. The first is pretty but it doesn’t look strong.
대표님이랑 외부업체 미팅 다녀오겠어요.,I'm heading out with CEO for a meeting with another company.
